insurer_abbr,att_all,att_new
ANT,0.004878705266557898,0.010591333611087383
BS,0.055789446311937996,0.0399311106551507
HN,0.03061309042840396,0.029950178797405552
KA,-0.1185351957003809,-0.10934451086990371
Small,0.027253953693480923,0.028871887806259988
