plan_id,region,year,tot_nonmiss,obs_purchase,pred_purchase
HN_P,4,2019,696,0,0.0055209519393849
HN_SIL,4,2019,696,0,0.6544461542023
KA_BR,4,2019,696,124,186.943111607212
KA_BR_HSA,4,2019,696,17,108.727631747957
KA_G,4,2019,696,12,19.1393376925061
KA_G_COIN,4,2019,696,28,37.4144009201716
KA_P,4,2019,696,13,6.91999416494212
KA_SIL,4,2019,696,173,132.512608513337
Small_BR,4,2019,696,102,36.9926549722222
Small_G,4,2019,696,6,13.0406527730155
Small_P,4,2019,696,1,4.24151996143755
Small_SIL,4,2019,696,81,57.7687674947395
ANT_BR,5,2014,1628,38,90.1107986028466
ANT_BR_HSA,5,2014,1628,4,45.0503723013961
ANT_G,5,2014,1628,6,12.752676285585
ANT_P,5,2014,1628,4,3.5072929560041
ANT_SIL,5,2014,1628,78,126.94288348388
BS_BR,5,2014,1628,41,107.536616819708
BS_BR_HSA,5,2014,1628,8,58.0720013013191
BS_G,5,2014,1628,30,41.8060881197048
BS_P,5,2014,1628,26,14.0831987126888
BS_SIL,5,2014,1628,550,319.646718139917
HN_BR,5,2014,1628,8,72.4076512325818
HN_G,5,2014,1628,3,5.47434562969346
HN_P,5,2014,1628,1,1.02306227697054
HN_SIL,5,2014,1628,8,55.8319625555601
KA_BR,5,2014,1628,188,180.387042868481
KA_G,5,2014,1628,30,29.1193532455206
KA_P,5,2014,1628,31,15.9274682340397
KA_SIL,5,2014,1628,519,301.419034921159
Small_BR,5,2014,1628,12,34.2421855770605
Small_G,5,2014,1628,3,16.4026015082415
Small_P,5,2014,1628,1,6.31809660247144
Small_SIL,5,2014,1628,39,89.9385486251723
ANT_BR,5,2015,1912,39,115.759953635039
ANT_BR_HSA,5,2015,1912,8,57.536082484271
ANT_G,5,2015,1912,4,11.6420030204028
ANT_P,5,2015,1912,2,2.7027893643957
ANT_SIL,5,2015,1912,55,141.6442119373
BS_BR,5,2015,1912,70,143.75416391868
BS_BR_HSA,5,2015,1912,21,78.4821400041391
BS_G,5,2015,1912,44,45.3811677243731
BS_P,5,2015,1912,31,14.7928092407327
BS_SIL,5,2015,1912,485,358.185750787119
HN_BR,5,2015,1912,5,85.4929371263233
HN_G,5,2015,1912,0,5.63184962513284
HN_P,5,2015,1912,0,0.977787493951249
HN_SIL,5,2015,1912,5,60.1919940285815
KA_BR,5,2015,1912,386,270.833556673589
KA_G,5,2015,1912,48,43.8457078467779
