"param","(Intercept)","log_risk_score","HMO","year_2015","year_2016","year_2017","year_2018","Anthem","Blue_Shield","Kaiser","Health_Net","share_ra2","share_ra3","share_ra4","share_ra5","share_ra6","share_ra7","share_ra8","share_ra9","share_ra10","share_ra11","share_ra12","share_ra13","share_ra14","share_ra15","share_ra16","share_ra17","share_ra18","share_ra19","wedge_ANT","wedge_BS","wedge_CC","wedge_HN","wedge_KA","wedge_LA","wedge_MOL","wedge_OSC","wedge_SH","wedge_VAL","wedge_WEST"
"wedge_BS",-9.86277592514302e-06,3.13481962050085e-05,0.000262819782714228,5.30477146678413e-06,-2.92527232985858e-06,-4.0174873551685e-05,-2.62518888807486e-05,-5.90809201357026e-05,-0.000246026832087313,-0.000520836678298901,-2.10530716382573e-05,-0.000763765710645507,0.000155281999629263,-0.000276371208219687,0.00139364068459757,0.00350789056957728,-0.000251839652425977,-0.000111864417183346,-0.000104081792636181,0.00043390593255353,-0.00156943333823107,-0.0014707019564248,-0.000285459282367695,0.00277058768238452,-0.000616395103460779,1.7944117347778e-05,-0.000374397066823008,6.37538317121821e-05,-0.000286372006441501,0.000276866861846761,0.0155077899308205,-6.38235769974281e-05,0.000348709762501458,-0.00011669060743108,-6.00335840391963e-06,2.4630553912612e-06,4.46660077913103e-05,7.96140029039062e-05,0.000220663309441579,0.00100692604136625
"wedge_CC",-4.36032525193802e-05,0.000123809848046924,0.000188724646054105,9.94350831428847e-05,0.000184313620243198,5.5425091408272e-05,2.55934050126816e-05,-0.000299829209718834,-0.000276335294428394,-0.00096293532420209,0.000356905388554304,4.66435832923442e-05,-0.000935704245689423,0.000595861113738368,0.012144622036718,0.00297328076383456,-0.00032332557198935,-0.011698650474486,-0.000293997620490036,0.000775552059467798,0.00763816895536349,0.00117656672201359,-0.000322587537043595,-0.00960308955047653,-0.00075082904004582,9.52580522742312e-05,-0.000286603859954223,-0.000875741187605676,-0.000276409620748446,0.00023077043060807,-6.38235769978352e-05,0.0232409002102563,-0.00011690349809904,0.000408226134281583,0.000185038353972768,3.05813533787946e-05,0.000842172121848622,-0.00065409664059731,0.000307975775080962,0.000672436459672404
"wedge_HN",-1.77935830550137e-05,5.16573387123356e-05,0.000129867915304314,5.6366667302032e-06,-3.94707055475418e-06,-1.33406249120538e-05,-7.78710958662386e-06,8.96306090752074e-06,0.000120877857291205,7.78872985296909e-06,-2.3237061547302e-05,0.000835914431439048,-0.00108441603857115,-0.000236561980411912,-0.000582565359033605,-0.000348847346898393,-0.00015058234706609,0.000631170178409769,-0.00195834234778931,6.35063117939002e-05,0.00170685398887031,0.000366778549644192,-0.000139135075323446,0.00197618207887078,-0.000522179915140718,0.000174651228685941,-0.000228221279274081,-0.000485426890330146,-0.000166507136828283,0.000106199445734184,0.000348709762501561,-0.000116903498098952,0.0136806820126118,0.000132744809742044,-1.55764728230737e-05,9.36580660034111e-06,0.000340037224914758,0.000125766598074043,0.000129511029727074,-0.00134239061619511
"wedge_KA",-2.14795748554264e-05,6.22619137004519e-05,-5.85414359349038e-05,3.3218952397973e-05,4.70388881107942e-05,2.91510471060125e-05,-4.57191864556153e-05,8.31251132315026e-05,0.000109510390813509,-0.000247193972682343,-0.000100169406726856,-2.38896149074241e-06,-6.56866239722507e-05,7.61907367750593e-05,0.000839532882937023,-0.00318606830392943,-4.88875540681411e-06,-0.000481865696211418,0.000102310298271746,-5.02941234673065e-05,-0.00436183014962343,0.000278961101528263,8.64649362802743e-05,0.0050762530975611,0.000315113805387116,-0.000168662541259825,8.87541494403221e-05,0.000135657476241871,1.4638075280708e-05,-5.24558454881619e-05,-0.000116690607431037,0.000408226134281832,0.000132744809741972,0.0280987005295671,0.000138123675357862,1.65286218587619e-05,0.000406049838757075,-0.000104775614099648,2.39428948743635e-05,0.00050870067878547
"wedge_LA",-7.14936445185373e-06,2.19070451420701e-05,-4.41832967868051e-05,-1.0344379388366e-05,5.45920743124472e-05,6.33428650240316e-05,2.84301140875395e-05,-7.97812231438471e-05,-9.74766117527187e-05,-5.62921616614455e-05,-7.92152267595388e-05,-0.000110670842427195,4.95127941269679e-05,-5.21855235730822e-05,-0.000273168878701714,0.000490294183971667,-3.10320884543034e-05,0.000326290238111501,6.91978946047141e-05,0.00013717955002317,-0.0009577412400617,0.000205278967387019,1.35680478286297e-05,0.00104888002944803,0.000616128890430953,-6.30688146134297e-05,-0.00010513252608676,-0.000126105432980003,2.80974315739246e-05,3.44853778895196e-05,-6.00335840396985e-06,0.000185038353972711,-1.55764728230802e-05,0.000138123675357825,0.00608200326632973,5.64789959796945e-06,0.000197910851858061,-0.00017520987638611,-0.00017788610781624,0.00024266017270978
"wedge_MOL",-2.56702325212286e-06,7.51640742065627e-06,-7.22116323691775e-06,-1.69751951923672e-06,-1.67018626462957e-06,-2.44408533515932e-06,-1.10499980604045e-05,5.66171070630616e-06,2.93584558514881e-05,2.85966794186995e-05,2.81909869597503e-05,-8.55578312580421e-06,1.40139665253461e-05,1.57983821391528e-05,-8.14524722300274e-05,-7.52706368298003e-05,5.45715179013021e-06,-6.0618484917169e-05,-4.69442676167953e-05,1.1717502092768e-05,-1.45338244156174e-07,2.02001896462225e-05,-9.89868370642061e-05,-5.32486596452848e-05,-2.50121921003735e-05,3.78556708875414e-05,-1.09717603682989e-05,-0.000108379280049799,1.87341449873088e-06,1.18199917795744e-05,2.46305539127639e-06,3.05813533787892e-05,9.36580660034431e-06,1.6528621858767e-05,5.64789959796826e-06,7.35841741347432e-05,7.69676410610271e-05,2.72578635840574e-05,4.81304545814936e-06,6.51039123652765e-05
"wedge_OSC",-7.73940363497587e-05,0.000225077193500004,-3.48776387786102e-05,3.23608392658867e-05,2.50457031280444e-05,5.93344822381873e-05,-8.68384776384993e-05,-1.54673414502537e-05,0.000424270106312753,0.000386807222187667,0.000399400313984661,0.000110577676652532,-0.000408420383695999,0.000102188950201213,-0.00146076722581394,-0.00116551821629879,-0.000151137124096941,-0.00120422760548481,-0.000452890324774203,0.000304351464526508,0.00220204681438765,0.000110132094373036,7.9801690329682e-05,2.35031625076838e-05,-0.000565966587839803,0.000482134856003029,-0.000222339522317189,-0.00207998039222154,-0.000125070857382618,0.000304665913755787,4.4666007791628e-05,0.000842172121848677,0.000340037224914828,0.000406049838757253,0.000197910851858031,7.69676410610299e-05,0.0410483105643632,0.000390897736916907,0.000279753054333896,0.000628907297377756
"wedge_SH",-2.34519452499526e-05,6.89416598601297e-05,1.62184513029698e-05,-0.000186285938322878,-0.000270890409836519,-0.00023243282677068,-0.000217556167654322,1.64212691737817e-05,0.000142651378639471,0.000262525152098622,0.000186662573056782,0.000170826158516519,0.000231349018898627,0.000225089673511305,-0.000270724081734136,-0.0016571913706082,0.000176957610284302,-6.10967152058097e-05,-2.32294019113716e-05,0.000296387552459448,0.00227611412624443,0.000341578485319587,0.000275862237586294,-0.00122143893738959,8.01923147182635e-05,0.000238564535440432,-0.0002699324487609,3.04729775211141e-05,-6.55297661417664e-05,0.000110567920297854,7.96140029041362e-05,-0.000654096640597251,0.000125766598074084,-0.000104775614099536,-0.000175209876386125,2.72578635840574e-05,0.000390897736916913,0.00189712362072629,0.000299084203455947,-7.82942753107208e-05
"wedge_VAL",-2.79864227761293e-05,8.41391751266292e-05,2.84581379132872e-05,-7.34269470894371e-06,-1.97439873539678e-05,-8.39340417987972e-05,-5.60760870470069e-06,-6.94643741744935e-05,-2.36837039188618e-06,0.000116361487058904,1.24308955728762e-05,0.000123627284149845,-0.000253617188646665,-4.2922214021813e-05,-0.000349873101737083,-0.0010627364429464,-6.7081696954421e-05,-2.28223677691782e-05,0.000125716370356236,0.000181223763957277,0.00176089863564831,0.000152299081536938,-2.8994111685716e-05,0.0011192494254326,-6.80763817273611e-05,3.78895775821228e-05,-0.000110147312020544,-1.35256778697713e-05,-8.76903742368867e-05,9.61087250900058e-05,0.000220663309441705,0.000307975775080952,0.000129511029727104,2.39428948744511e-05,-0.000177886107816251,4.8130454581511e-06,0.000279753054333914,0.000299084203455955,0.446737737478455,2.96178346632103e-05
"wedge_WEST",-3.45202566744276e-05,0.0001046860581823,-0.000358664776129115,-6.23059932726499e-05,8.84988655956384e-05,-7.13290960041478e-05,-0.00022349919065833,0.000156483843329505,-0.000512471233597078,-0.00015959970089489,-0.000125575180263163,-0.0109138970051777,0.0103925525818807,0.000527738003961777,0.0108452293545756,-0.00551822915618573,0.000333646841269395,-0.00104641304025649,-0.000693305145153069,-0.000716780283474249,-0.0102697972313074,-0.000944297616250698,0.000561478748625876,0.0178084814270984,0.00104029019615339,-3.59603233019093e-06,0.000310146026563661,-0.000109739164449467,0.000282849469438583,-0.000412447199641549,0.0010069260413663,0.000672436459672684,-0.00134239061619517,0.000508700678785364,0.000242660172709729,6.51039123652724e-05,0.000628907297377642,-7.82942753109293e-05,2.96178346631482e-05,0.093148488365133
