plan_name,tot_nonmiss,obs_purchase,pred_purchase,region,year
Small_G,1157,1,2.0653044956259063,4,2015
Small_P,1157,1,3.3031447888779177,4,2015
Small_SIL,1157,156,0.5343545784966235,4,2015
Uninsured,1157,335,8.237948969372509,4,2015
ANT_BR,1161,28,2.637615579926753,4,2016
ANT_BR_HSA,1161,18,1.155560580584181,4,2016
ANT_G,1161,5,228.67462355152506,4,2016
ANT_P,1161,2,640.5331120358355,4,2016
ANT_SIL,1161,31,44.69825619307053,4,2016
BS_BR,1161,26,0.09449309872556237,4,2016
BS_BR_HSA,1161,4,0.04859383204304445,4,2016
BS_G,1161,18,20.205494610060406,4,2016
BS_P,1161,8,65.12171076700426,4,2016
BS_SIL,1161,203,2.665215448555421,4,2016
HN_BR,1161,0,0.0015982018871299073,4,2016
HN_G,1161,0,0.7917415129608448,4,2016
HN_P,1161,0,2.0597829978551343,4,2016
HN_SIL,1161,5,0.13727709336878208,4,2016
KA_BR,1161,75,0.5679277942076211,4,2016
KA_BR_HSA,1161,26,0.27285621411607297,4,2016
KA_G,1161,13,56.15620458631067,4,2016
KA_P,1161,15,76.41583538477612,4,2016
KA_SIL,1161,132,8.68652599757104,4,2016
Small_BR,1161,98,0.06683215876949204,4,2016
Small_G,1161,1,1.215359567766417,4,2016
Small_P,1161,1,1.726825269306485,4,2016
Small_SIL,1161,150,0.36606511781962964,4,2016
Uninsured,1161,302,6.7004924059538045,4,2016
ANT_BR,1143,28,1.3975496119795594,4,2017
ANT_BR_HSA,1143,6,0.6738885801852282,4,2017
ANT_G,1143,3,183.83837032948043,4,2017
ANT_P,1143,1,702.5872712813305,4,2017
ANT_SIL,1143,13,30.852457504037893,4,2017
BS_BR,1143,21,0.0614331191976076,4,2017
BS_BR_HSA,1143,5,0.02867214022035842,4,2017
BS_G,1143,10,16.078074861244474,4,2017
BS_G3,1143,1,9.599568545182763,4,2017
BS_P,1143,8,67.61567382522675,4,2017
BS_P3,1143,1,30.980655409370502,4,2017
BS_SIL,1143,183,1.9271520023272561,4,2017
BS_SIL3,1143,3,1.23373889727689,4,2017
HN_BR,1143,1,9.730691724687932e-4,4,2017
HN_G,1143,0,0.6876733012666801,4,2017
HN_P,1143,0,2.3914978978887493,4,2017
HN_SIL,1143,1,0.10128794377848685,4,2017
KA_BR,1143,106,0.24492708275896707,4,2017
KA_BR_HSA,1143,19,0.12556977680761372,4,2017
