region,year,scenario,tau,plan_id,premium_obs,premium_cf,premium_change,share_obs,share_cf,mc,commission_pmpm,markup_cf,cs_weighted,nleqslv_termcd,nleqslv_iter
1,2015,uniform,NA,ANT_P,467.04,926.8169741112567,459.7769741112567,0.00849311781482208,1.6176156388557038e-4,886.8529478535596,12.394571428571398,39.96402625769713,-7.344108387508165,3,82
1,2015,uniform,NA,ANT_SIL,325.15,367.6773960840438,42.5273960840438,0.18660163524299472,0.06068244696053738,384.6744671478249,12.394571428571398,-16.997071063781107,-7.344108387508165,3,82
1,2015,uniform,NA,BS_BR,281.56,-6.06833456452107,-287.6283345645211,0.05425712955820285,0.0830651843956678,-139.0396944276543,12.394571428571398,132.97135986313322,-7.344108387508165,3,82
1,2015,uniform,NA,BS_BR_HSA,276.94,-6.0732794215104535,-283.01327942151045,0.0249603805709981,0.03692373101893711,-139.0396944276543,12.394571428571398,132.96641500614385,-7.344108387508165,3,82
1,2015,uniform,NA,BS_G,401.37,1065.2877673661467,663.9177673661467,0.02680397729091459,1.657605942909255e-4,758.6133463472404,12.394571428571398,306.6744210189063,-7.344108387508165,3,82
1,2015,uniform,NA,BS_P,459.92,1040.2808756042166,580.3608756042165,0.01304308312639362,1.7262076732510752e-4,902.7885981326957,12.394571428571398,137.49227747152088,-7.344108387508165,3,82
1,2015,uniform,NA,BS_SIL,340.85,262.30960416238656,-78.54039583761346,0.17735638934660317,0.27406558448654056,302.73449427916046,12.394571428571398,-40.424890116773895,-7.344108387508165,3,82
1,2015,uniform,NA,KA_BR,266.33,-64.69707184744804,-331.02707184744804,0.05061687762849681,0.07418259329673456,-145.23766585725065,12.394571428571398,80.5405940098026,-7.344108387508165,3,82
1,2015,uniform,NA,KA_G,432.46,1058.348859920642,625.8888599206421,0.01294295750246139,1.4965737487280888e-4,757.0241320258333,12.394571428571398,301.3247278948088,-7.344108387508165,3,82
1,2015,uniform,NA,KA_P,461.96,1017.3263116084248,555.3663116084249,0.00874857835406746,1.605628588689715e-4,899.1399748453894,12.394571428571398,118.18633676303546,-7.344108387508165,3,82
1,2015,uniform,NA,KA_SIL,356.02,294.42030825035175,-61.59969174964823,0.10584427273649648,0.1904387814710595,324.68339818626487,12.394571428571398,-30.263089935913115,-7.344108387508165,3,82
1,2016,observed,NA,ANT_BR,271.2,246.88915426273581,-24.310845737264174,0.05170486177182733,0.030524598533302756,254.07370558719242,14,-7.184551324456606,-5.814422409359653,3,85
1,2016,observed,NA,ANT_BR_HSA,252.92,260.48520525853155,7.565205258531563,0.02548987853801146,0.011193671044440143,267.24150241149584,14,-6.756297152964294,-5.814422409359653,3,85
1,2016,observed,NA,ANT_G,456.74,711.9738152638597,255.2338152638597,0.01201122891746295,2.902659152580304e-4,820.719365737059,14,-108.74555047319927,-5.814422409359653,3,85
1,2016,observed,NA,ANT_P,534.34,685.2346149130011,150.89461491300108,0.00434148994100032,3.6661356961785945e-4,793.4766235866352,14,-108.24200867363413,-5.814422409359653,3,85
1,2016,observed,NA,ANT_SIL,362.4,294.5051821565527,-67.8948178434473,0.137442945911203,0.107013916468113,293.36531524724813,14,1.1398669093045442,-5.814422409359653,3,85
1,2016,observed,NA,BS_BR,314.02,1150.9617783185925,836.9417783185925,0.04665563262174622,2.654587330694027e-5,1007.2638635626104,10.362659999999721,143.69791475598208,-5.814422409359653,3,85
1,2016,observed,NA,BS_BR_HSA,316.79,137.48702486264264,-179.30297513735738,0.02023431796215215,0.057502455721999475,120.47939796033229,10.454069999999792,17.00762690231035,-5.814422409359653,3,85
1,2016,observed,NA,BS_G,464.03,1357.5999378856047,893.5699378856048,0.01552211749066994,4.8496935541024564e-5,1435.3872265870546,15.312989999999246,-77.78728870144982,-5.814422409359653,3,85
1,2016,observed,NA,BS_P,591.57,5184.513698907258,4592.943698907258,0.0035355180802483,7.3681394001947706e-6,1714.522191779164,19.52180999999895,3469.991507128094,-5.814422409359653,3,85
1,2016,observed,NA,BS_SIL,366.62,226.1194440237227,-140.5005559762773,0.16375695505803753,0.3488832595819157,274.37960488558156,12.098460000000173,-48.26016086185885,-5.814422409359653,3,85
1,2016,observed,NA,HN_BR,323.33,415.9831306524092,92.65313065240923,0.02919527457119323,0.002743696059748074,407.41156124898714,11.316549999999616,8.571569403422075,-5.814422409359653,3,85
1,2016,observed,NA,HN_G,530.41,626.8716225005119,96.46162250051191,0.00490622854642903,6.894087495074317e-4,610.2839699358682,18.564350000000438,16.58765256464369,-5.814422409359653,3,85
1,2016,observed,NA,HN_P,623.24,600.4595731087055,-22.780426891294496,0.00179070934728727,0.0010296703440987943,578.7966754065815,21.813399999999223,21.66289770212404,-5.814422409359653,3,85
1,2016,observed,NA,HN_SIL,422.29,1053.8049883829133,631.5149883829133,0.05679275927599894,2.495337121366434e-4,1230.4396943257655,14.780149999999464,-176.63470594285218,-5.814422409359653,3,85
1,2016,observed,NA,KA_BR,284.61,87.22478538555208,-197.38521461444793,0.04818137652917169,0.13295052278113795,18.568582282638715,6.25,68.65620310291337,-5.814422409359653,3,85
1,2016,observed,NA,KA_BR_HSA,277.29,105.67171285798727,-171.61828714201275,0.02244299092390535,0.05474024380823047,42.761403657046685,6.25,62.91030920094059,-5.814422409359653,3,85
1,2016,observed,NA,KA_G,444.92,730.1753266882015,285.2553266882015,0.01417949636210741,2.4725010816999365e-4,862.695170746411,6.25,-132.51984405820951,-5.814422409359653,3,85
1,2016,observed,NA,KA_P,481.59,697.8759862407277,216.2859862407277,0.00866277600501682,3.256276333824885e-4,802.8117710048277,6.25,-104.93578476410005,-5.814422409359653,3,85
1,2016,observed,NA,KA_SIL,373.75,2204.5970695208034,1830.8470695208034,0.10790690595819943,8.417350951358837e-5,1206.1654860265126,6.25,998.4315834942909,-5.814422409359653,3,85
1,2016,observed,NA,Small_BR,348.97,388.38047110479476,39.41047110479474,0.00491689906194941,9.073151383548532e-4,387.88710892382034,0,0.4933621809744295,-5.814422409359653,3,85
