"draw","va_cs","grad_cs_tau0.00","grad_cs_tau0.50","grad_cs_tau1.00","va_nav","va_obj","va_obj_prem","va_obj_eoop","va_obj_risk","uniflow_dcs","uniflow_obj","uniflow_nav","uniflow_dcs_lo","uniflow_dcs_hi","flatmand_dcs","flatmand_obj","defund_dcs","defund_obj","aligned_dcs","aligned_dcs_comm","aligned_nav","aligned_obj","aligned_obj_prem","aligned_obj_eoop","aligned_obj_risk","dshare_zero_tau0.00","dobjins_zero_tau0.00","doop_zero_tau0.00","dmort_zero_tau0.00","dcat_zero_tau0.00","dshare_zero_tau0.50","dobjins_zero_tau0.50","doop_zero_tau0.50","dmort_zero_tau0.50","dcat_zero_tau0.50","dshare_zero_tau1.00","dobjins_zero_tau1.00","doop_zero_tau1.00","dmort_zero_tau1.00","dcat_zero_tau1.00","dshare_uniform_low","dobjins_uniform_low","doop_uniform_low","dmort_uniform_low","dcat_uniform_low","dshare_aligned","dobjins_aligned","doop_aligned","dmort_aligned","dcat_aligned","dshare_flat_mandate","dobjins_flat_mandate","doop_flat_mandate","dmort_flat_mandate","dcat_flat_mandate","dshare_defund_0.50","dobjins_defund_0.50","doop_defund_0.50","dmort_defund_0.50","dcat_defund_0.50","dshare_endog_tau0.50","dobjins_endog_tau0.50","doop_endog_tau0.50","dmort_endog_tau0.50","dcat_endog_tau0.50","shareworse_obj_zero_tau0.00","shareworse_obj_zero_tau1.00","shareworse_obj_uniform_low","shareworse_obj_flat_mandate","shareworse_nav_zero_tau0.00","shareworse_nav_zero_tau1.00","shareworse_nav_uniform_low","shareworse_nav_flat_mandate"
11,396.218994568985,-256.178653918887,-98.9714881696931,140.040340650098,12.8288496958024,441.440882884226,-39.7246320898752,-65.0035689448046,546.169083918906,-4.57658644124782,-46.8038221243682,-1.1653590905491,-4.5765864412478,-4.5765864412478,-1.62320366487258,-15.9485922393506,-38.8889955039036,-16.0388219314523,5.56172703023238,0.952522780647336,1.82247853630245,6.8427937647445,9.02307686694689,0.554183910783654,-2.73446701298599,0.0591595092664232,164.345885354527,32.2281500218655,0.000234925473409756,0.00345132248382552,0.0258201095172455,80.8651880470911,14.4184247568204,0.000104564485282122,0.00144967584663054,-0.00452126623140177,10.4633144923536,-1.77845683744042,-1.29060363366294e-05,-0.000373169335724594,0.00597941048389295,14.9537087403694,3.31458921236628,2.62199405139249e-05,0.000357692609778471,-0.00017566378322021,10.0164204879868,0.0319109813075208,1.73335572390371e-06,-1.28538055164821e-05,0.00132429548595985,1.82781984224472,0.784549020004813,7.84505078120809e-06,8.66329359509833e-05,0.00159965028094241,-2.94851631312291,0.689373886964054,5.20277865742782e-06,0.000125573192379205,-0.00216933246517439,3.43264248888343,-0.834189839357716,-6.06895758356624e-06,-0.000182008171829423,0.964029198859596,0.339000093711391,0.846185687683506,0.598769793656716,0.714033079546023,0.418373066771378,0.65665813682208,0.490779201590449
12,408.388346609385,-288.270289651362,-112.258328760214,120.118056958023,12.2967465173161,441.189871524145,-38.4561205909038,-65.4173634058552,545.063355520904,-4.57747185718793,-47.2074370096399,-1.11512607452215,-4.57747185718793,-4.57747185718792,-1.61676026100346,-16.0704838435991,-34.5305590565926,-9.16485415125645,5.58682350994808,1.54978376070853,1.82851196674731,6.8035579698236,9.0066960305256,0.521051381982017,-2.72418944268404,0.0626651411605751,172.513102060393,34.0731987827393,0.000248792540475785,0.00366558678042072,0.0294509325708708,89.6388238991422,16.3501556713977,0.000118796847342578,0.00166898806495485,-0.000837495723409783,19.5331027919547,0.200639638497088,1.39771817696437e-06,-0.000153239230894277,0.00603362231799513,15.1287262092258,3.34272686981487,2.64667267799064e-05,0.000361230517948659,-0.000180207299486818,9.96197156799207,0.0305915861763506,1.72939898933693e-06,-1.3187645503555e-05,0.00134236026894018,1.91727182030152,0.794774186860404,7.93638658064758e-06,8.7805247668981e-05,0.000621551348218028,-5.23975394054435,0.170469386943088,1.39638939502363e-06,6.43201910836719e-05,-0.000309505896588712,8.14920013150308,0.16307638170179,1.14610711575421e-06,-7.06155876261349e-05,0.964670805682245,0.441147809309393,0.846819820591555,0.598998610426801,0.70444864644532,0.424808682159133,0.650383498056495,0.489213129023338
13,468.534508559463,-322.833774828375,-85.5801316212611,145.700733731088,12.4814363079589,442.076928700356,-39.0265668366143,-65.3917463014028,546.495241838373,-4.48012204195948,-46.7810477021762,-1.13423130106128,-4.48012204195948,-4.48012204195948,-1.67385861734263,-15.9679297698115,-63.175728959951,-11.1069032912525,5.65267472382242,1.43091635526211,1.80323931331308,6.86652558648854,8.91127959878166,0.54024499850276,-2.58499901079588,0.0618432873959085,170.559525939865,33.6446344735243,0.000245297927984505,0.00361526484131792,0.0284974148852955,87.2532538161104,15.8431293014734,0.000114913398333645,0.00161139212651705,-0.00188047644391476,16.8991655869631,-0.361860856721585,-2.69925573975436e-06,-0.000215628464763716,0.00598682784934195,14.9414316012646,3.31623198449409,2.61955941453754e-05,0.000358307132962592,-0.000182989967581161,9.87488272077808,0.0267718026388467,1.65613774507137e-06,-1.3351454150029e-05,0.00133654085678712,1.82779696129293,0.789841336524373,7.84503713469666e-06,8.72724946429749e-05,0.000898488326785613,-4.56361145093667,0.318095239769991,2.48567224954132e-06,8.16580509699285e-05,-0.000833931964828473,6.78106492260509,-0.119149788672867,-9.09536891393812e-07,-0.000102093812621203,0.964425891249943,0.41077554512146,0.846011487981658,0.599338386082881,0.708944493535926,0.42357031200144,0.652903357109964,0.489737452878406
14,400.404917720968,-276.793472365447,-110.71217695848,123.611445355521,12.224717063169,444.417123760432,-41.5902334831359,-65.4360309034995,551.443388147068,-4.56220908703095,-46.3823769206316,-1.11158569253372,-4.56220908703095,-4.56220908703096,-1.62314705473509,-15.8451377347159,-35.452945490145,-11.0580234380064,5.55543424108991,1.42292341680983,1.77536868156314,6.85452803500921,8.77563368734263,0.576683998200163,-2.49778965053362,0.0622983338219171,172.417128694669,33.9476493933831,0.000247103772991172,0.00363267955896473,0.0286584875041461,87.5688731917365,15.9456271600777,0.000115515671935373,0.00161877038492471,-0.0019898265703533,15.6849010844408,-0.443535929325417,-3.19122039531441e-06,-0.00021760331094884,0.0059371558682771,14.8536776312771,3.29267753731689,2.59924324440965e-05,0.000354741133093042,-0.000190113046710728,9.76348221031314,0.0227906807137735,1.61275567723655e-06,-1.39889421826923e-05,0.00132528381614453,1.82144252165835,0.783435683375215,7.78948560103013e-06,8.65345265899985e-05,0.000925603252274881,-4.23943558890125,0.337436595178851,2.60465367356035e-06,8.23574557811861e-05,-0.00088782870984868,6.19862156837643,-0.158968625483353,-1.1502528626718e-06,-0.00010307578811886,0.964253416297618,0.40931123277622,0.844799563983321,0.599526958697423,0.703803590123624,0.427574030561412,0.6505916178323,0.489544280931802
15,405.64646417325,-273.90262328279,-107.589734194679,131.74384089046,12.693218628321,449.347334749691,-40.7797113317534,-65.9203126787554,556.0473587602,-4.57127406534776,-46.7068130253905,-1.13466140816067,-4.57127406534776,-4.57127406534776,-1.61110078653382,-15.9070989567076,-37.2472635650835,-13.0609628741964,5.59559373170569,1.26531048316786,1.8035777869987,6.87933588982031,8.87990281310089,0.557355301667073,-2.55792222494763,0.0617539566842454,169.835045736013,33.5549465840597,0.000244980825649354,0.00361485211875109,0.0278196570184855,84.8855185903936,15.4456340305391,0.000112250946391718,0.00157557389804978,-0.00305459668839819,13.1779011595946,-1.01664238288085,-7.30819393878499e-06,-0.000281543511688405,0.00597254723887576,14.9303143432342,3.30598789058419,2.61639020110168e-05,0.000357868853226055,-0.000188190668492578,9.8579781397343,0.0239290567838759,1.64594236487524e-06,-1.37255250568747e-05,0.00133129116237005,1.87150419231855,0.786483663564695,7.84058521392324e-06,8.70921341829861e-05,0.0012074801955441,-3.6138610312795,0.486959290324595,3.69456497499383e-06,0.00010010657291393,-0.00142628228173858,4.88433478475827,-0.448885512750584,-3.23269144699147e-06,-0.000135462861591728,0.964686903344462,0.379361532221483,0.845480840045004,0.599104395064227,0.70919918154886,0.425698077996623,0.652849314958235,0.490103099777335
16,391.252646659043,-262.879746283207,-109.160995846062,128.372900375836,12.5948161619971,438.408907414832,-40.1024417562553,-64.3220012510302,542.833350422117,-4.58429033927977,-46.9458009168058,-1.15861795953408,-4.58429033927978,-4.58429033927977,-1.61073919310082,-15.9953513423589,-35.5276322275993,-12.2974285617426,5.57427206070236,0.962800680224614,1.82003269376715,6.82465008801214,8.99107326606859,0.531705988979979,-2.6981291670364,0.0606511866900846,167.434659385533,33.0131083972585,0.000240551346212145,0.00354053843928524,0.0275314155229555,84.3396950393746,15.3119276459847,0.000111085609912648,0.00155475083511775,-0.00265533655046671,14.1744677843073,-0.809575839529248,-5.76084412344988e-06,-0.000256568220666267,0.00600675053128263,14.9880022549783,3.32866664825263,2.62873930510096e-05,0.000359050099201116,-0.000174993930284436,9.95887860010508,0.0312158879080918,1.71330004849001e-06,-1.28551263942881e-05,0.00133410942819229,1.82483500981675,0.788936803744054,7.85940245084546e-06,8.71596376662905e-05,0.00109635350334377,-3.89422254447569,0.42960805323045,3.26136991782507e-06,9.28705684687857e-05,-0.00122289293183953,5.39601643309284,-0.34314919495033,-2.44303044754136e-06,-0.000122749340866433,0.964474184236594,0.390091773922132,0.847017591870221,0.599087147568994,0.712015697520328,0.426934148488286,0.655833706549966,0.490165190760172
17,387.880226133119,-271.317289633521,-118.483203037883,116.562936499599,12.2799541841897,438.64258240605,-39.8197455076715,-64.6792553311667,543.141583244888,-4.58353176766231,-46.3900491515845,-1.11695292030891,-4.58353176766232,-4.58353176766231,-1.62203624386178,-15.8338637084197,-32.1810627503728,-9.95750158124495,5.5519524631609,1.01999135882698,1.80409331627394,6.86811417401408,8.87111210373977,0.543915904242138,-2.54691383396779,0.0619055217445092,170.837173495575,33.6897700840465,0.000245698856528407,0.00361725692416324,0.0288144201342877,87.7505397453482,16.0071069110782,0.000116198720269768,0.00163172802496684,-0.00137677440329106,17.4421101461468,-0.114024724130542,-8.11398754028038e-07,-0.000181484881254545,0.00592659180198651,14.7870211181054,3.28384389757165,2.59700786625219e-05,0.000354745310395887,-0.000188370953948861,9.82842554315996,0.0239608337042684,1.637084866354e-06,-1.38233107730647e-05,0.00132107965769319,1.81603163888034,0.781195482608955,7.78427623508289e-06,8.63686420221114e-05,0.000758745684814125,-4.70109951452508,0.248925936002438,1.95556494516967e-06,7.19908434627711e-05,-0.000579823861388386,7.07997918104039,0.00603116934022559,4.27642100976585e-08,-8.48606661969273e-05,0.964443138745176,0.427156066260277,0.845109443980998,0.599446470386338,0.705582381798603,0.427499291415404,0.651256796231767,0.489679961227631
18,386.563859189047,-269.125953778778,-113.795139250884,117.437905410269,12.1233934273763,432.679923473745,-37.8096220873125,-64.2962394297215,534.785784990779,-4.58006206498839,-46.5112137666281,-1.11388008081805,-4.58006206498839,-4.58006206498839,-1.61089185039673,-15.8609212996863,-32.0103162913981,-9.7616003210036,5.58780664940363,1.08586284103352,1.8089373133654,6.88918548199595,8.89737669588156,0.536486682261874,-2.54467789614751,0.0611382703901307,168.337316913336,33.2451873692256,0.000242454729232178,0.00357498814257096,0.0285304423280056,86.8940548603216,15.8422837415837,0.000114991560502946,0.00161575282664158,-0.00123739972665472,17.9865971570431,-0.0331896728954156,-2.502736310232e-07,-0.000174283535597385,0.0059466076475796,14.8330788279781,3.29357744488744,2.60383821802477e-05,0.000355924011849852,-0.000187582684640582,9.85004711775519,0.0246211844135466,1.63612243062508e-06,-1.36959110472855e-05,0.00132720339662039,1.84640269942065,0.784541221214694,7.80802717580067e-06,8.67627662193269e-05,0.000724171762288548,-4.83770668335746,0.22919079321696,1.81605681467815e-06,7.00784704376436e-05,-0.000510053549972675,7.36388283739764,0.0462883566941532,3.22710345993529e-07,-8.12276871597878e-05,0.96451615314166,0.430724573023883,0.845503261788807,0.599348734580021,0.70400653565086,0.426816290604197,0.650321407073658,0.489435046795329
19,403.024352298595,-275.748375549193,-114.161494741921,127.275976749402,12.7951377801942,453.245179006321,-40.7579132124408,-66.630845291416,560.633937510177,-4.59551240962855,-47.0096971175625,-1.14281388464961,-4.59551240962854,-4.59551240962855,-1.62854871505454,-16.0761332034978,-34.6787162023953,-12.0837339506477,5.56481630087264,0.952828350047314,1.79785948280025,6.75880763768193,8.83709319896804,0.544021554774628,-2.62230711606073,0.0628625524658565,173.050153296435,34.1783780817209,0.000249543083440646,0.00367535654706623,0.0286603375511457,87.4719334629742,15.9219935336282,0.000115649715091883,0.00162107421740862,-0.00243883307050976,15.2704831248865,-0.664669950728784,-4.88404051571758e-06,-0.00024819779996188,0.006014524486863,15.0282281994072,3.33123128635648,2.63335443186934e-05,0.000359720480487161,-0.000180793730857893,9.80047052737206,0.0288118962533785,1.67078545447931e-06,-1.32184561011744e-05,0.00134331582470231,1.80180076801896,0.793326144508247,7.88047017734859e-06,8.78118590739781e-05,0.00104856638260258,-4.12974779562703,0.397999641855751,3.07242973059681e-06,9.09394549374527e-05,-0.00111345683279557,5.96322186127224,-0.270435914630138,-1.99939372860312e-06,-0.000118444371226938,0.964494306314366,0.395322364309643,0.846233980670157,0.599973093907437,0.710123072376814,0.423739337454718,0.654084235616883,0.489556354178464
20,379.268837631675,-256.388801565888,-103.0042528817,122.880036065788,11.7845021699272,425.063571719473,-37.8723490734808,-63.465407646052,526.401328439006,-4.56998600280294,-47.2827483725854,-1.12142198229975,-4.56998600280293,-4.56998600280293,-1.61697826243579,-16.1063475587597,-34.5301473384302,-10.562294693261,5.57329109490323,1.20616948708302,1.816259864931,6.77729558278635,8.91835537017889,0.561307825293989,-2.70236761268654,0.0596323694680253,165.124760471918,32.4564478404956,0.000236734026029558,0.00348306273923626,0.0275545481660602,84.5628604263497,15.3201921790362,0.000111286643750266,0.0015580062329439,-0.00174742434933144,16.2274050416061,-0.321692183585743,-2.22475851875422e-06,-0.000202015872828477,0.00604918340878572,15.1503581809415,3.35233047590817,2.65032844727835e-05,0.00036186317251999,-0.000178580716198874,9.91582278171995,0.0303567660936596,1.71802183364134e-06,-1.30359195136365e-05,0.001342642073977,1.85616457180467,0.794392957155206,7.92347724331903e-06,8.78187252701423e-05,0.000857180846682707,-4.39874193124498,0.303122784170748,2.33163282407343e-06,7.78007941725458e-05,-0.000764568300566651,6.49222592083512,-0.097153555541347,-6.57746424664219e-07,-9.51300563681689e-05,0.964305733699823,0.416789171792526,0.847030814949899,0.599200981037529,0.702352500858063,0.42907456264664,0.649888494943322,0.4886911048343
21,385.206883331696,-269.640234908295,-118.88545223822,115.566648423401,12.2824017235603,441.379535175088,-38.9380398507258,-65.3573140896452,545.674889115459,-4.58437572121028,-46.6263392678582,-1.12429841446211,-4.58437572121028,-4.58437572121028,-1.62501109958332,-15.9224219123459,-31.8463193226497,-9.86595684981952,5.58330221964287,0.958326619919372,1.77087895506514,6.79479567639288,8.78532919409543,0.567931469449649,-2.55846498715222,0.0622829484413603,171.023456718607,33.8662720600712,0.000247088544937281,0.00364248810075042,0.0290112400236804,87.8776152181119,16.1004528783117,0.000116923537451279,0.00164449555059722,-0.00131902350777148,17.5430416157708,-0.0824743247733738,-5.79267828148372e-07,-0.000178285552478047,0.0059595417740165,14.8737941968201,3.30209574989169,2.61071119989105e-05,0.00035644557081508,-0.000189670028172302,9.77172874941847,0.0226211603266467,1.64579565477015e-06,-1.36445846495119e-05,0.00132825543855949,1.81599296678355,0.785497635707489,7.82282692134538e-06,8.68245097698813e-05,0.000746527890513075,-4.72669702457827,0.242482452599478,1.90644780330755e-06,7.12624224621389e-05,-0.000550377578800639,7.15054569227429,0.0220279703592026,1.61365680291138e-07,-8.32060534904449e-05,0.96464148494035,0.428848045542586,0.84553315744721,0.599809817619236,0.706264232776795,0.427579204809981,0.651577599643092,0.489850136513925
22,394.575350143917,-270.228198676481,-104.429709636025,124.347151467436,11.9632560195215,435.768087294555,-38.8998117039004,-64.9666337764613,539.634532774916,-4.56424184302833,-46.7401797752675,-1.10557745134032,-4.56424184302834,-4.56424184302833,-1.61968776862374,-15.9657723153249,-35.7234714600006,-11.0359450910343,5.57222374165456,1.56181386448902,1.79512351295678,6.86698223294124,8.81050571806642,0.57544425742082,-2.51896774254611,0.061076346085549,169.227316189174,33.2450479381572,0.000242224936816529,0.00356456427588513,0.0281444441155298,86.5678348051582,15.6555404403694,0.000113510640339726,0.0015885469045638,-0.0018860354267792,16.5927170275665,-0.372234886494047,-2.71866870451343e-06,-0.00021482416614219,0.00598593295072377,14.9658330141007,3.31587311498786,2.61893308758749e-05,0.000357973637222208,-0.000191230337403879,9.80131284757478,0.0221159084420522,1.62572818054576e-06,-1.38436284995204e-05,0.00133639832510755,1.83720143538948,0.789267000016908,7.84874771899795e-06,8.73399745459235e-05,0.00090190112735061,-4.46219771934187,0.32135490414169,2.49862815569877e-06,8.16379359344079e-05,-0.000836335159307035,6.63061377245192,-0.124026214467135,-9.1630655657767e-07,-0.00010166993948504,0.96430918319887,0.411230878995598,0.845590074181477,0.599503962037113,0.701102057453706,0.424694848690599,0.64911465732389,0.489049277818629
23,391.373237345976,-270.010457393996,-113.823644287519,121.362779951979,12.4184325649035,438.89386498489,-39.1512210287149,-64.8058762721418,542.850962285747,-4.58315549206139,-46.4679601474429,-1.13193240627996,-4.58315549206139,-4.58315549206139,-1.61906116168394,-15.8764085105567,-33.2963832832203,-10.821143068375,5.57737589287563,1.04929176837313,1.79971164998692,6.84156643994977,8.84900640363441,0.555507065453819,-2.56294702913842,0.0613759713583174,169.057174116924,33.3938045362195,0.00024374710769156,0.00358854776899047,0.0283056465214529,86.2401437387341,15.7284729125661,0.00011426460364652,0.00160264485717314,-0.00184198643393924,16.2413976522499,-0.364250528687753,-2.6440167600462e-06,-0.000209219239395945,0.00593258310913263,14.8001992657631,3.287894724396,2.60114787528455e-05,0.000355001667755343,-0.000184128727975254,9.82229459027756,0.0255236861146401,1.64369312446862e-06,-1.3491667351606e-05,0.00132419221965608,1.80473257233973,0.782744068280694,7.79738290949849e-06,8.65880203808785e-05,0.000882575179342303,-4.39098248347573,0.314667742492247,2.44427611623973e-06,7.97544928650566e-05,-0.000814084530037869,6.47873507982514,-0.119829174806334,-8.77561020057172e-07,-9.88476515623046e-05,0.964500630395951,0.413216640613367,0.845097370734335,0.599530983112977,0.708832384816915,0.426931273905747,0.653385712059966,0.489601772582577
24,391.545691541301,-269.578934156722,-112.117528796673,121.966757384579,12.2533929713374,443.680916534332,-40.6556442444431,-65.5135067810484,549.850067559824,-4.56203124942248,-46.8482860380114,-1.11840604473836,-4.56203124942247,-4.56203124942248,-1.60830496050475,-15.997222517311,-33.7595074584625,-11.4591682627932,5.54477316546242,1.20088526806476,1.80192008084613,6.83628121168276,8.8496960318102,0.565711217376802,-2.57912603750421,0.0619737942261849,172.053321486527,33.7446454687776,0.000246164387760419,0.0036143219923875,0.0284615971111273,87.7360106735211,15.8358737759912,0.000114946458459111,0.00160510038899599,-0.00206879062036647,16.3692784218412,-0.466363297947334,-3.43311994839133e-06,-0.000226897534714274,0.00599108975454519,14.9824213610837,3.31850170840613,2.62487474646106e-05,0.00035827170381074,-0.00018535115062755,9.83439918279998,0.0250286958699137,1.65356451374816e-06,-1.35517057419404e-05,0.0013382682245349,1.84000283705631,0.78977475243645,7.86486984876215e-06,8.74536756510338e-05,0.000951669149741596,-4.41131547561369,0.346816294196913,2.69538952956708e-06,8.50233691738318e-05,-0.000928974587176672,6.4966410025086,-0.172068727075048,-1.27875233150631e-06,-0.000107773473680542,0.964371849098215,0.405672011282162,0.845575126352275,0.599495913206005,0.703554651275768,0.423277104582487,0.651215402243209,0.489183808281442
25,393.605260969549,-265.404649617716,-108.101973535211,128.200611351833,12.540905680072,444.569456100901,-40.2267592249046,-65.5324217774932,550.328637103299,-4.57392081430319,-46.4719192419625,-1.13741980893337,-4.5739208143032,-4.57392081430319,-1.62176246503627,-15.8984289241644,-35.5084997715321,-13.2110081717254,5.5553983500853,1.18387481407181,1.78206802886646,6.85625928632598,8.80757896774292,0.564558579087371,-2.5158782605042,0.0611258474988758,169.26092118396,33.2748547021788,0.000242608882371583,0.00356843779773727,0.0275486987512547,85.1049084149187,15.3416690430363,0.000111265387577544,0.00155282024211995,-0.00301975017360981,13.968434628558,-0.972058211566733,-7.13608029049006e-06,-0.000283697602883816,0.00593934212010061,14.7997278605415,3.29028132054571,2.60078873519599e-05,0.000355389662057361,-0.000186873772240821,9.78593393695624,0.0238081267308322,1.62034778744437e-06,-1.37015553966728e-05,0.00132864931278697,1.79165038577127,0.785217055616637,7.79829493033641e-06,8.67781319671098e-05,0.00120259715316463,-3.81196173575536,0.478782778559235,3.67239776613785e-06,0.000100746479271417,-0.00140844551457388,5.27561176692506,-0.426175565401258,-3.14397290840188e-06,-0.000136519609539206,0.9644523374093,0.378922296009562,0.845168085464788,0.599784521292895,0.709095121660957,0.42191685212515,0.653913485414081,0.490154842263032
