region,year,plan_id,issuer,metal,share,posted_premium,realized_premium,markup,mc_foc,mc_structural,ra_factor_static,ra_transfer,predicted_claims,predicted_risk_score,lerner_index,commission_pmpm,admin_pmpm,base_premium,region_factor
7,2016,VAL_BR,Valley,Bronze,0.013697277003372093,275.83,361.8290211030665,-24.728279966733368,165.8118844713409,307.3077188736086,0.6,-199.16134659599976,114.31418167691831,0.5771984096246942,-0.06834244497952957,0,79.24958219619126,275.83,1
7,2016,VAL_G,Valley,Gold,0.0058444272808287935,424.44,544.9406425064119,227.63269177900358,403.09020631966985,238.0583685312171,0.8640000000000001,35.468004281134,289.0565094887401,1.548123279713267,0.4177201589002883,0,79.24958219619126,424.44,1
7,2016,VAL_P,Valley,Platinum,0.00534746300084304,476.95,594.5158637293902,819.6916581003032,454.2945655204336,-304.4253765671043,1.035,944.4842652835999,676.3666947075553,3.8235137959107997,1.3787548963931564,0,79.24958219619126,476.95000000000005,0.9999999999999999
7,2016,VAL_SIL,Valley,Silver,0.0209038381320483,364.73,515.42812916405,118.01118659020457,387.1438938675511,318.1673603776542,0.721,-123.12255303920426,206.13399886905785,1.0805457148883317,0.22895759837865598,0,79.24958219619126,364.73,1
7,2017,ANT_BR,Anthem,Bronze,0.08096944200625511,288.3,383.34595308882007,-76.43731394426683,181.38866925894314,422.69509793551595,0.6,-175.47646713138454,247.21863080413138,0.6595313251586499,-0.1993951242431834,10.5,37.088169097570955,299.5828221887004,0.9623382205085391
7,2017,ANT_BR_HSA,Anthem,Bronze,0.08606332897444341,282.4,373.92093344019673,-105.52574707601187,160.6003426217859,442.35851141863765,0.6,-175.4007608894638,266.95775052917384,0.6551484710502835,-0.282214066233575,10.5,37.088169097570955,293.94530716004124,0.9607229410410172
7,2017,ANT_G,Anthem,Gold,0.009121540897423307,517.47,650.7540162762969,198.6709180270652,463.249690291286,414.9949291516607,0.8640000000000001,163.79284699358053,578.7877761452412,1.7366484735882801,0.3052934181857029,10.5,37.088169097570955,510.94308898027765,1.0127742426906068
7,2017,ANT_G3,Anthem,Gold,0.0032212933066834352,546.75,680.5217482917279,473.76340372436823,477.31564195671103,169.6701754697888,0.8640000000000001,174.25960880850258,343.9297842782914,1.7461244210762221,0.6961767275088967,10.5,37.088169097570955,389.5909743372012,1.4033949347265255
7,2017,ANT_P,Anthem,Platinum,0.004207019340915004,615.59,768.7625776592591,538.8273358085513,371.15270304024887,192.8470727531369,1.035,1257.3965008303135,1450.2435735834504,4.182178476490891,0.7009021399678189,10.5,37.088169097570955,604.323066214455,1.0186438916788703
7,2017,ANT_P3,Anthem,Platinum,0.0013406649214093634,658.36,829.5352155822068,1323.1203654353792,376.67015796581563,-530.6733189507432,1.035,1297.1734887117739,766.5001697610306,4.279798368030425,1.5950141001630065,10.5,37.088169097570955,464.375546901412,1.417731843101918
7,2017,ANT_SIL,Anthem,Silver,0.08715809068201633,409.41,577.503223467031,125.20484765521806,497.5543558548086,415.210206714242,0.721,18.042856951307375,433.2530636655494,1.385767963419534,0.21680372085813276,10.5,37.088169097570955,398.6929583672539,1.0268804387131267
7,2017,ANT_SIL3,Anthem,Silver,0.01943937526249848,446.76,590.0903690005152,319.5153971053677,469.92669569396605,233.48680279757664,0.721,32.05085669381892,265.5376594913956,1.333299736785242,0.54146858496700645,10.5,37.088169097570955,317.73700009328644,1.4060685405503068
7,2017,BS_BR,Blue_Shield,Bronze,0.010090785855179083,442.92,555.1815663784921,181.40030856468954,458.1139003526305,329.92817188646495,0.6,-136.0110730119368,193.91709887452816,0.6930831527620367,0.3267405107629615,13.839351980507537,43.85308592733761,336.3480584896855,1.3168501759423197
7,2017,BS_BR_HSA,Blue_Shield,Bronze,0.01254931550083517,428.97,545.3379989996888,154.3614010158577,451.9325546308402,347.1235120564935,0.6,-140.94968556562682,206.1738264908667,0.6956407605435213,0.28305638209514494,13.319332597512151,43.85308592733761,326.37836546638385,1.3143334405361584
