"regime","strength","commission_coef","max_abs_diff","correlation"
"aligned",0,0.305742505718596,0.00996830115299119,0.999595610892859
"aligned",0.5,0.251877384405702,0.0121667231808297,0.999635319145719
"aligned",1,0.153156218602986,0.00867977047405433,0.999619344950708
"aligned",2,0.0352093818520706,0.0171324342110072,0.997418855292665
"orthogonal",0,0.295686519124867,0.0106336957701936,0.999553559174959
"orthogonal",0.5,0.281170297913701,0.0121687797931708,0.999523127098951
"orthogonal",1,0.247448297770002,0.011893992982029,0.999401422933784
"orthogonal",2,0.186950974840828,0.014449663826787,0.998447460290837
